SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME
22025,203999,0022500013,"Dec 25, 2025",DEN vs. MIN,W,43,15,21,0.714,4,6,0.667,22,23,0.957,5,11,16,15,0,2,5,2,56,15,1,Nikola Jokic
22025,203999,0022500415,"Dec 23, 2025",DEN @ DAL,L,36,12,22,0.545,5,10,0.5,0,0,0.0,3,4,7,14,4,0,4,4,29,2,1,Nikola Jokic
22025,203999,0022500405,"Dec 22, 2025",DEN vs. UTA,W,29,5,7,0.714,1,1,1.0,3,4,0.75,2,11,13,13,2,3,2,2,14,22,1,Nikola Jokic
22025,203999,0022500386,"Dec 20, 2025",DEN vs. HOU,L,29,9,20,0.45,1,4,0.25,6,7,0.857,2,5,7,5,0,0,5,5,25,-20,1,Nikola Jokic
22025,203999,0022500377,"Dec 18, 2025",DEN vs. ORL,W,38,10,17,0.588,0,2,0.0,3,4,0.75,1,10,11,13,2,0,6,1,23,20,1,Nikola Jokic
22025,203999,0022501225,"Dec 15, 2025",DEN vs. HOU,W,42,13,27,0.481,5,9,0.556,8,11,0.727,4,11,15,10,2,1,4,6,39,1,1,Nikola Jokic
22025,203999,0022501208,"Dec 11, 2025",DEN @ SAC,W,29,14,16,0.875,2,2,1.0,6,8,0.75,2,10,12,8,2,0,1,3,36,26,1,Nikola Jokic
22025,203999,0022500359,"Dec 07, 2025",DEN @ CHA,W,35,11,16,0.688,4,8,0.5,2,3,0.667,0,9,9,11,1,0,4,2,28,6,1,Nikola Jokic
22025,203999,0022500340,"Dec 05, 2025",DEN @ ATL,W,36,13,26,0.5,1,8,0.125,13,15,0.867,3,6,9,8,1,1,2,1,40,-15,1,Nikola Jokic
22025,203999,0022500325,"Dec 03, 2025",DEN @ IND,W,35,9,17,0.529,1,4,0.25,5,5,1.0,1,7,8,13,0,1,4,2,24,26,1,Nikola Jokic
22025,203999,0022500315,"Dec 01, 2025",DEN vs. DAL,L,37,10,24,0.417,3,10,0.3,6,7,0.857,4,16,20,13,1,2,2,2,29,-1,1,Nikola Jokic
22025,203999,0022500299,"Nov 29, 2025",DEN @ PHX,W,31,7,7,1.0,2,2,1.0,10,11,0.909,3,6,9,10,0,0,5,1,26,16,1,Nikola Jokic
22025,203999,0022500076,"Nov 28, 2025",DEN vs. SAS,L,36,7,10,0.7,1,1,1.0,6,8,0.75,2,7,9,10,1,1,4,5,21,-6,1,Nikola Jokic
22025,203999,0022500287,"Nov 24, 2025",DEN @ MEM,W,34,5,9,0.556,3,4,0.75,4,5,0.8,1,9,10,16,2,0,3,1,17,1,1,Nikola Jokic
22025,203999,0022500274,"Nov 22, 2025",DEN vs. SAC,L,37,16,28,0.571,3,6,0.5,9,10,0.9,7,6,13,7,0,0,2,4,44,2,1,Nikola Jokic
22025,203999,0022500054,"Nov 21, 2025",DEN @ HOU,W,39,11,20,0.55,4,8,0.5,8,10,0.8,4,6,10,9,2,2,4,5,34,4,1,Nikola Jokic
22025,203999,0022500260,"Nov 19, 2025",DEN @ NOP,W,34,10,18,0.556,2,4,0.5,6,7,0.857,4,7,11,12,0,0,9,6,28,9,1,Nikola Jokic
22025,203999,0022500248,"Nov 17, 2025",DEN vs. CHI,L,39,13,27,0.481,1,7,0.143,9,12,0.75,4,14,18,13,1,2,2,2,36,10,1,Nikola Jokic
22025,203999,0022500232,"Nov 15, 2025",DEN @ MIN,W,37,8,15,0.533,3,6,0.5,8,8,1.0,3,9,12,11,2,1,6,4,27,3,1,Nikola Jokic
22025,203999,0022500224,"Nov 12, 2025",DEN @ LAC,W,34,18,23,0.783,5,6,0.833,14,16,0.875,2,10,12,6,1,1,2,1,55,28,1,Nikola Jokic
22025,203999,0022500212,"Nov 11, 2025",DEN @ SAC,W,33,16,19,0.842,1,2,0.5,2,3,0.667,5,10,15,7,2,0,3,3,35,11,1,Nikola Jokic
22025,203999,0022500189,"Nov 08, 2025",DEN vs. IND,W,32,10,14,0.714,1,1,1.0,11,12,0.917,5,9,14,14,1,0,8,4,32,9,1,Nikola Jokic
22025,203999,0022500037,"Nov 07, 2025",DEN vs. GSW,W,28,12,15,0.8,2,3,0.667,0,0,0.0,2,7,9,9,0,1,1,2,26,16,1,Nikola Jokic
22025,203999,0022500178,"Nov 05, 2025",DEN vs. MIA,W,37,12,18,0.667,2,5,0.4,7,8,0.875,5,10,15,16,3,0,3,1,33,18,1,Nikola Jokic
22025,203999,0022500162,"Nov 03, 2025",DEN vs. SAC,W,36,14,22,0.636,4,10,0.4,2,3,0.667,2,5,7,14,4,2,1,3,34,18,1,Nikola Jokic
22025,203999,0022500026,"Oct 31, 2025",DEN @ POR,L,37,7,10,0.7,2,3,0.667,5,7,0.714,2,12,14,9,1,2,3,1,21,9,1,Nikola Jokic
22025,203999,0022500134,"Oct 29, 2025",DEN vs. NOP,W,28,10,15,0.667,1,2,0.5,0,0,0.0,2,10,12,10,2,0,2,4,21,25,1,Nikola Jokic
22025,203999,0022500008,"Oct 27, 2025",DEN @ MIN,W,36,9,10,0.9,0,0,0.0,7,7,1.0,6,13,19,10,2,1,3,4,25,17,1,Nikola Jokic
22025,203999,0022500104,"Oct 25, 2025",DEN vs. PHX,W,32,5,8,0.625,0,3,0.0,4,4,1.0,1,13,14,15,3,0,5,3,14,27,1,Nikola Jokic
22025,203999,0022500006,"Oct 23, 2025",DEN @ GSW,L,41,8,23,0.348,2,13,0.154,3,4,0.75,1,12,13,10,1,1,2,3,21,-10,1,Nikola Jokic
22025,203954,0022500754,"Feb 07, 2026",PHI @ PHX,W,33,9,19,0.474,4,7,0.571,11,13,0.846,1,8,9,3,0,1,2,3,33,-10,1,Joel Embiid
22025,203954,0022500740,"Feb 05, 2026",PHI @ LAL,L,39,13,19,0.684,1,2,0.5,8,8,1.0,1,6,7,7,1,2,3,2,35,7,1,Joel Embiid
22025,203954,0022500715,"Feb 02, 2026",PHI @ LAC,W,32,8,19,0.421,1,2,0.5,7,7,1.0,0,5,5,3,1,0,1,4,24,2,1,Joel Embiid
22025,203954,0022500699,"Jan 31, 2026",PHI vs. NOP,W,39,13,27,0.481,3,5,0.6,11,14,0.786,4,7,11,4,1,2,5,2,40,16,1,Joel Embiid
22025,203954,0022500680,"Jan 29, 2026",PHI vs. SAC,W,36,13,21,0.619,1,2,0.5,10,13,0.769,0,5,5,8,1,1,2,3,37,9,1,Joel Embiid
22025,203954,0022500666,"Jan 27, 2026",PHI vs. MIL,W,29,11,24,0.458,1,4,0.25,6,6,1.0,6,3,9,5,1,0,2,2,29,6,1,Joel Embiid
22025,203954,0022500643,"Jan 24, 2026",PHI vs. NYK,L,36,13,21,0.619,3,5,0.6,9,12,0.75,3,8,11,5,0,1,4,2,38,-3,1,Joel Embiid
22025,203954,0022500628,"Jan 22, 2026",PHI vs. HOU,W,46,10,19,0.526,1,3,0.333,11,12,0.917,3,12,15,10,1,1,5,1,32,21,1,Joel Embiid
22025,203954,0022500609,"Jan 19, 2026",PHI vs. IND,W,33,10,17,0.588,1,1,1.0,9,10,0.9,2,7,9,4,0,0,1,1,30,3,1,Joel Embiid
22025,203954,0022500589,"Jan 16, 2026",PHI vs. CLE,L,33,10,22,0.455,2,3,0.667,11,12,0.917,3,2,5,3,0,1,1,0,33,9,1,Joel Embiid
22025,203954,0022500572,"Jan 14, 2026",PHI vs. CLE,L,25,7,14,0.5,2,5,0.4,4,4,1.0,2,2,4,3,1,1,6,0,20,-18,1,Joel Embiid
22025,203954,0022500560,"Jan 12, 2026",PHI @ TOR,W,36,9,17,0.529,1,6,0.167,8,8,1.0,2,6,8,4,2,0,7,1,27,12,1,Joel Embiid
22025,203954,0022500533,"Jan 09, 2026",PHI @ ORL,W,31,7,17,0.412,0,3,0.0,8,9,0.889,3,6,9,3,1,1,4,2,22,4,1,Joel Embiid
22025,203954,0022500518,"Jan 07, 2026",PHI vs. WAS,W,25,10,14,0.714,1,2,0.5,7,8,0.875,0,7,7,2,0,2,2,3,28,27,1,Joel Embiid
22025,203954,0022500507,"Jan 05, 2026",PHI vs. DEN,L,40,13,22,0.591,1,4,0.25,5,5,1.0,6,4,10,2,0,1,6,2,32,8,1,Joel Embiid
22025,203954,0022500487,"Jan 03, 2026",PHI @ NYK,W,33,9,15,0.6,0,1,0.0,8,12,0.667,2,8,10,5,0,0,3,4,26,9,1,Joel Embiid
22025,203954,0022500473,"Jan 01, 2026",PHI @ DAL,W,35,9,18,0.5,0,3,0.0,4,5,0.8,0,4,4,6,0,1,2,1,22,9,1,Joel Embiid
22025,203954,0022500458,"Dec 30, 2025",PHI @ MEM,W,38,11,28,0.393,1,6,0.167,11,12,0.917,5,5,10,8,1,2,4,5,34,-5,1,Joel Embiid
22025,203954,0022500427,"Dec 26, 2025",PHI @ CHI,L,32,10,19,0.526,2,4,0.5,9,9,1.0,1,4,5,1,0,1,2,2,31,2,1,Joel Embiid
22025,203954,0022500410,"Dec 23, 2025",PHI vs. BKN,L,31,8,13,0.615,1,1,1.0,10,12,0.833,1,5,6,4,0,2,3,5,27,1,1,Joel Embiid
22025,203954,0022501217,"Dec 14, 2025",PHI @ ATL,L,30,8,20,0.4,1,3,0.333,5,6,0.833,6,8,14,1,1,2,3,2,22,-8,1,Joel Embiid
22025,203954,0022501211,"Dec 12, 2025",PHI vs. IND,W,32,12,23,0.522,2,8,0.25,13,18,0.722,2,7,9,3,1,0,3,3,39,16,1,Joel Embiid
22025,203954,0022500362,"Dec 07, 2025",PHI vs. LAL,L,30,4,21,0.19,0,6,0.0,8,8,1.0,2,5,7,2,1,1,0,1,16,11,1,Joel Embiid
22025,203954,0022500333,"Dec 04, 2025",PHI vs. GSW,W,25,5,13,0.385,0,5,0.0,2,2,1.0,0,6,6,3,0,1,3,1,12,2,1,Joel Embiid
22025,203954,0022500304,"Nov 30, 2025",PHI vs. ATL,L,30,6,14,0.429,0,3,0.0,6,8,0.75,1,3,4,2,1,1,2,2,18,-11,1,Joel Embiid
22025,203954,0022500184,"Nov 08, 2025",PHI vs. TOR,W,26,10,16,0.625,1,4,0.25,8,9,0.889,2,4,6,4,0,1,2,3,29,15,1,Joel Embiid
22025,203954,0022500167,"Nov 04, 2025",PHI @ CHI,L,26,7,21,0.333,1,6,0.167,5,6,0.833,2,4,6,2,3,4,3,2,20,1,1,Joel Embiid
22025,203954,0022500021,"Oct 31, 2025",PHI vs. BOS,L,25,6,13,0.462,1,2,0.5,7,7,1.0,1,5,6,3,0,2,4,2,20,2,1,Joel Embiid
22025,203954,0022500123,"Oct 28, 2025",PHI @ WAS,W,23,9,17,0.529,3,6,0.5,4,6,0.667,3,4,7,5,0,1,3,4,25,9,1,Joel Embiid
22025,203954,0022500102,"Oct 25, 2025",PHI vs. CHA,W,20,7,11,0.636,3,6,0.5,3,5,0.6,0,2,2,4,2,0,4,0,20,-2,1,Joel Embiid
22025,203954,0022500083,"Oct 22, 2025",PHI @ BOS,W,20,1,9,0.111,0,4,0.0,2,2,1.0,1,5,6,2,0,1,0,2,4,-16,1,Joel Embiid
22025,202695,0022500801,"Feb 19, 2026",LAC vs. DEN,W,33,8,18,0.444,1,7,0.143,6,8,0.75,1,3,4,3,0,0,2,0,23,-9,1,Kawhi Leonard
22025,202695,0022500782,"Feb 11, 2026",LAC @ HOU,W,33,9,20,0.45,1,5,0.2,8,9,0.889,3,9,12,4,4,0,4,2,27,3,1,Kawhi Leonard
22025,202695,0022500772,"Feb 10, 2026",LAC @ HOU,L,31,7,19,0.368,2,7,0.286,8,9,0.889,2,6,8,3,1,0,1,1,24,-16,1,Kawhi Leonard
22025,202695,0022500760,"Feb 08, 2026",LAC @ MIN,W,34,14,30,0.467,5,11,0.455,8,10,0.8,2,6,8,2,4,0,2,0,41,20,1,Kawhi Leonard
22025,202695,0022500746,"Feb 06, 2026",LAC @ SAC,W,36,9,19,0.474,1,5,0.2,12,12,1.0,0,9,9,7,2,0,2,1,31,19,1,Kawhi Leonard
22025,202695,0022500732,"Feb 04, 2026",LAC vs. CLE,L,27,10,20,0.5,2,6,0.333,3,3,1.0,0,7,7,4,1,0,4,1,25,-4,1,Kawhi Leonard
22025,202695,0022500715,"Feb 02, 2026",LAC vs. PHI,L,31,12,21,0.571,2,5,0.4,3,5,0.6,2,2,4,6,3,0,2,0,29,-9,1,Kawhi Leonard
22025,202695,0022500709,"Feb 01, 2026",LAC @ PHX,W,30,9,20,0.45,1,5,0.2,6,10,0.6,3,5,8,5,0,0,2,1,25,6,1,Kawhi Leonard
22025,202695,0022500695,"Jan 30, 2026",LAC @ DEN,L,31,8,18,0.444,1,4,0.25,4,5,0.8,0,3,3,6,2,0,2,2,21,-4,1,Kawhi Leonard
22025,202695,0022500670,"Jan 27, 2026",LAC @ UTA,W,28,9,18,0.5,3,7,0.429,0,0,0.0,3,4,7,4,0,1,2,1,21,24,1,Kawhi Leonard
22025,202695,0022500656,"Jan 25, 2026",LAC vs. BKN,W,25,9,17,0.529,2,7,0.286,8,9,0.889,1,4,5,2,1,1,1,0,28,14,1,Kawhi Leonard
22025,202695,0022500633,"Jan 22, 2026",LAC vs. LAL,W,26,9,19,0.474,3,7,0.429,3,3,1.0,1,4,5,4,1,0,2,2,24,1,1,Kawhi Leonard
22025,202695,0022500577,"Jan 14, 2026",LAC vs. WAS,W,30,9,22,0.409,7,11,0.636,8,8,1.0,0,3,3,4,4,0,1,0,33,7,1,Kawhi Leonard
22025,202695,0022500563,"Jan 12, 2026",LAC vs. CHA,W,31,11,19,0.579,5,9,0.556,8,9,0.889,0,5,5,3,0,0,1,0,35,8,1,Kawhi Leonard
22025,202695,0022500544,"Jan 10, 2026",LAC @ DET,W,31,8,13,0.615,4,7,0.571,6,9,0.667,1,7,8,1,4,0,3,1,26,12,1,Kawhi Leonard
22025,202695,0022500535,"Jan 09, 2026",LAC @ BKN,W,28,9,15,0.6,4,7,0.571,4,4,1.0,1,4,5,5,3,1,2,0,26,19,1,Kawhi Leonard
22025,202695,0022500522,"Jan 07, 2026",LAC @ NYK,L,36,10,20,0.5,3,7,0.429,2,3,0.667,0,3,3,4,3,0,3,1,25,-14,1,Kawhi Leonard
22025,202695,0022500508,"Jan 05, 2026",LAC vs. GSW,W,38,10,25,0.4,0,8,0.0,4,4,1.0,1,11,12,5,1,2,5,1,24,8,1,Kawhi Leonard
22025,202695,0022500493,"Jan 03, 2026",LAC vs. BOS,L,34,6,17,0.353,2,8,0.25,8,8,1.0,0,3,3,3,3,1,1,2,22,-12,1,Kawhi Leonard
22025,202695,0022500475,"Jan 01, 2026",LAC vs. UTA,W,39,16,29,0.552,6,16,0.375,7,9,0.778,0,7,7,3,2,2,3,2,45,8,1,Kawhi Leonard
22025,202695,0022500461,"Dec 30, 2025",LAC vs. SAC,W,33,11,19,0.579,5,9,0.556,6,7,0.857,1,4,5,5,3,1,1,1,33,31,1,Kawhi Leonard
22025,202695,0022500445,"Dec 28, 2025",LAC vs. DET,W,39,17,26,0.654,5,10,0.5,16,17,0.941,1,10,11,2,5,3,3,2,55,20,1,Kawhi Leonard
22025,202695,0022500431,"Dec 26, 2025",LAC @ POR,W,41,7,20,0.35,2,7,0.286,12,12,1.0,1,7,8,6,3,1,4,1,28,17,1,Kawhi Leonard
22025,202695,0022500422,"Dec 23, 2025",LAC vs. HOU,W,37,16,23,0.696,4,5,0.8,5,5,1.0,1,7,8,5,0,0,2,2,41,25,1,Kawhi Leonard
22025,202695,0022500395,"Dec 20, 2025",LAC vs. LAL,W,42,8,24,0.333,4,12,0.333,12,12,1.0,6,6,12,3,3,2,3,2,32,16,1,Kawhi Leonard
22025,202695,0022500369,"Dec 18, 2025",LAC @ OKC,L,32,9,17,0.529,0,5,0.0,4,4,1.0,2,6,8,6,1,0,3,0,22,-24,1,Kawhi Leonard
22025,202695,0022501226,"Dec 15, 2025",LAC vs. MEM,L,37,9,18,0.5,1,5,0.2,2,2,1.0,1,3,4,3,1,0,2,2,21,-11,1,Kawhi Leonard
22025,202695,0022501205,"Dec 11, 2025",LAC @ HOU,L,41,9,22,0.409,3,10,0.3,3,3,1.0,2,7,9,4,5,1,1,3,24,-1,1,Kawhi Leonard
22025,202695,0022500355,"Dec 06, 2025",LAC @ MIN,L,31,8,17,0.471,2,4,0.5,2,2,1.0,1,2,3,2,0,0,0,1,20,0,1,Kawhi Leonard
22025,202695,0022500347,"Dec 05, 2025",LAC @ MEM,L,35,10,23,0.435,2,9,0.222,2,2,1.0,0,8,8,4,1,1,1,2,24,-6,1,Kawhi Leonard
22025,202695,0022500327,"Dec 03, 2025",LAC @ ATL,W,35,7,21,0.333,1,7,0.143,6,6,1.0,3,3,6,5,2,0,3,0,21,17,1,Kawhi Leonard
22025,202695,0022500313,"Dec 01, 2025",LAC @ MIA,L,30,12,21,0.571,3,6,0.5,9,10,0.9,0,7,7,2,3,0,1,1,36,8,1,Kawhi Leonard
22025,202695,0022500300,"Nov 29, 2025",LAC vs. DAL,L,29,10,20,0.5,3,4,0.75,7,7,1.0,0,8,8,3,0,0,2,3,30,3,1,Kawhi Leonard
22025,202695,0022500079,"Nov 28, 2025",LAC vs. MEM,L,29,15,24,0.625,3,7,0.429,6,6,1.0,0,3,3,0,1,0,1,0,39,4,1,Kawhi Leonard
22025,202695,0022500059,"Nov 25, 2025",LAC @ LAL,L,28,6,14,0.429,1,5,0.2,6,6,1.0,0,5,5,3,1,0,3,3,19,-14,1,Kawhi Leonard
22025,202695,0022500278,"Nov 23, 2025",LAC @ CLE,L,26,6,13,0.462,3,5,0.6,5,5,1.0,0,3,3,2,3,0,4,4,20,3,1,Kawhi Leonard
22025,202695,0022500164,"Nov 03, 2025",LAC vs. MIA,L,37,10,21,0.476,2,8,0.25,5,5,1.0,2,2,4,4,4,2,2,1,27,-7,1,Kawhi Leonard
22025,202695,0022500027,"Oct 31, 2025",LAC vs. NOP,W,36,11,16,0.688,5,8,0.625,7,7,1.0,0,5,5,5,6,0,2,2,34,6,1,Kawhi Leonard
22025,202695,0022500127,"Oct 28, 2025",LAC @ GSW,L,31,7,17,0.412,1,4,0.25,3,3,1.0,1,5,6,1,1,0,1,0,18,-29,1,Kawhi Leonard
22025,202695,0022500112,"Oct 26, 2025",LAC vs. POR,W,35,11,21,0.524,4,6,0.667,4,4,1.0,0,10,10,4,2,0,2,2,30,0,1,Kawhi Leonard
22025,202695,0022500099,"Oct 24, 2025",LAC vs. PHX,W,33,11,21,0.524,1,4,0.25,4,5,0.8,1,4,5,5,1,1,2,0,27,9,1,Kawhi Leonard
22025,202695,0022500087,"Oct 22, 2025",LAC @ UTA,L,29,3,9,0.333,1,5,0.2,3,3,1.0,1,3,4,2,1,1,2,2,10,-25,1,Kawhi Leonard
22025,203076,0022500531,"Jan 08, 2026",DAL @ UTA,L,35,10,20,0.5,0,2,0.0,1,1,1.0,2,9,11,4,1,1,2,0,21,-6,1,Anthony Davis
22025,203076,0022500515,"Jan 06, 2026",DAL @ SAC,W,36,7,23,0.304,0,1,0.0,5,7,0.714,3,13,16,2,0,2,3,1,19,-6,1,Anthony Davis
22025,203076,0022500491,"Jan 03, 2026",DAL vs. HOU,W,39,9,15,0.6,0,2,0.0,8,9,0.889,1,11,12,3,0,5,5,2,26,-4,1,Anthony Davis
22025,203076,0022500473,"Jan 01, 2026",DAL vs. PHI,L,37,6,13,0.462,0,1,0.0,1,2,0.5,3,5,8,2,1,0,3,3,13,-14,1,Anthony Davis
22025,203076,0022500011,"Dec 25, 2025",DAL @ GSW,L,11,1,4,0.25,0,0,0.0,1,4,0.25,0,3,3,0,1,2,0,0,3,6,1,Anthony Davis
22025,203076,0022500415,"Dec 23, 2025",DAL vs. DEN,W,36,12,19,0.632,1,2,0.5,6,6,1.0,4,5,9,4,3,0,1,3,31,3,1,Anthony Davis
22025,203076,0022500404,"Dec 22, 2025",DAL @ NOP,L,35,16,28,0.571,1,3,0.333,2,3,0.667,6,11,17,2,1,1,4,4,35,-11,1,Anthony Davis
22025,203076,0022500387,"Dec 20, 2025",DAL @ PHI,L,34,11,20,0.55,0,2,0.0,2,2,1.0,5,10,15,2,0,1,1,3,24,-2,1,Anthony Davis
22025,203076,0022500376,"Dec 18, 2025",DAL vs. DET,W,37,7,18,0.389,1,2,0.5,0,0,0.0,3,11,14,2,0,3,2,2,15,6,1,Anthony Davis
22025,203076,0022501214,"Dec 12, 2025",DAL vs. BKN,W,33,10,21,0.476,0,1,0.0,4,5,0.8,5,9,14,3,3,2,3,3,24,6,1,Anthony Davis
22025,203076,0022500356,"Dec 06, 2025",DAL vs. HOU,W,30,14,19,0.737,0,1,0.0,1,2,0.5,2,6,8,2,2,1,0,3,29,11,1,Anthony Davis
22025,203076,0022500349,"Dec 05, 2025",DAL @ OKC,L,24,1,9,0.111,0,0,0.0,0,2,0.0,4,4,8,6,0,1,2,1,2,-18,1,Anthony Davis
22025,203076,0022500332,"Dec 03, 2025",DAL vs. MIA,W,28,7,17,0.412,2,4,0.5,1,2,0.5,1,16,17,4,1,3,4,0,17,5,1,Anthony Davis
22025,203076,0022500315,"Dec 01, 2025",DAL @ DEN,W,32,13,23,0.565,2,4,0.5,4,5,0.8,4,9,13,4,1,2,0,2,32,5,1,Anthony Davis
22025,203076,0022500078,"Nov 28, 2025",DAL @ LAL,L,28,6,10,0.6,0,1,0.0,0,0,0.0,2,3,5,5,0,3,0,2,12,-4,1,Anthony Davis
22025,203076,0022500133,"Oct 29, 2025",DAL vs. IND,W,7,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,1,0,2,0,4,-3,1,Anthony Davis
22025,203076,0022500119,"Oct 27, 2025",DAL vs. OKC,L,38,10,16,0.625,1,2,0.5,5,5,1.0,3,8,11,3,0,1,1,4,26,3,1,Anthony Davis
22025,203076,0022500111,"Oct 26, 2025",DAL vs. TOR,W,35,11,14,0.786,0,1,0.0,3,8,0.375,6,4,10,3,3,2,3,2,25,0,1,Anthony Davis
22025,203076,0022500096,"Oct 24, 2025",DAL vs. WAS,L,38,9,19,0.474,0,4,0.0,9,12,0.75,3,10,13,4,2,2,5,3,27,-3,1,Anthony Davis
22025,203076,0022500004,"Oct 22, 2025",DAL vs. SAS,L,32,7,22,0.318,2,4,0.5,6,6,1.0,4,9,13,1,2,1,0,4,22,-24,1,Anthony Davis
22025,201935,0022500793,"Feb 19, 2026",CLE vs. BKN,W,28,6,8,0.75,3,5,0.6,1,2,0.5,0,5,5,9,3,0,2,2,16,25,1,James Harden
22025,201935,0022500776,"Feb 11, 2026",CLE vs. WAS,W,28,1,4,0.25,1,4,0.25,10,12,0.833,0,4,4,11,0,1,6,3,13,18,1,James Harden
22025,201935,0022500767,"Feb 09, 2026",CLE @ DEN,W,36,7,16,0.438,2,7,0.286,6,6,1.0,3,7,10,7,0,3,2,3,22,9,1,James Harden
22025,201935,0022500756,"Feb 07, 2026",CLE @ SAC,W,32,7,13,0.538,5,8,0.625,4,4,1.0,0,2,2,8,1,0,3,1,23,-14,1,James Harden
22025,201935,0022500695,"Jan 30, 2026",LAC @ DEN,L,34,8,17,0.471,4,10,0.4,5,5,1.0,1,4,5,9,0,1,4,2,25,-17,1,James Harden
22025,201935,0022500670,"Jan 27, 2026",LAC @ UTA,W,31,5,14,0.357,3,8,0.375,3,4,0.75,1,2,3,10,4,0,2,1,16,5,1,James Harden
22025,201935,0022500656,"Jan 25, 2026",LAC vs. BKN,W,31,3,8,0.375,3,5,0.6,10,10,1.0,0,6,6,8,1,1,5,1,19,22,1,James Harden
22025,201935,0022500633,"Jan 22, 2026",LAC vs. LAL,W,38,6,21,0.286,2,6,0.333,4,4,1.0,1,6,7,10,2,0,7,0,18,13,1,James Harden
22025,201935,0022500614,"Jan 20, 2026",LAC @ CHI,L,31,9,25,0.36,3,9,0.333,3,3,1.0,0,5,5,6,0,0,6,2,24,-6,1,James Harden
22025,201935,0022500608,"Jan 19, 2026",LAC @ WAS,W,37,9,17,0.529,0,5,0.0,18,20,0.9,1,6,7,9,1,1,3,2,36,-3,1,James Harden
22025,201935,0022500590,"Jan 16, 2026",LAC @ TOR,W,42,10,27,0.37,2,15,0.133,9,10,0.9,0,2,2,10,1,1,4,4,31,-3,1,James Harden
22025,201935,0022500577,"Jan 14, 2026",LAC vs. WAS,W,37,5,17,0.294,2,9,0.222,10,10,1.0,1,4,5,8,0,0,2,2,22,1,1,James Harden
22025,201935,0022500563,"Jan 12, 2026",LAC vs. CHA,W,38,11,28,0.393,3,11,0.273,7,8,0.875,1,3,4,10,4,0,1,2,32,1,1,James Harden
22025,201935,0022500544,"Jan 10, 2026",LAC @ DET,W,37,4,20,0.2,1,7,0.143,10,11,0.909,2,5,7,7,3,0,5,1,19,-1,1,James Harden
22025,201935,0022500535,"Jan 09, 2026",LAC @ BKN,W,35,10,13,0.769,3,4,0.75,8,8,1.0,0,4,4,6,1,2,6,1,31,9,1,James Harden
22025,201935,0022500522,"Jan 07, 2026",LAC @ NYK,L,38,6,17,0.353,4,7,0.571,7,7,1.0,2,1,3,9,1,0,3,1,23,-5,1,James Harden
22025,201935,0022500493,"Jan 03, 2026",LAC vs. BOS,L,34,7,15,0.467,1,6,0.167,3,3,1.0,0,3,3,12,1,0,2,1,18,-24,1,James Harden
22025,201935,0022500475,"Jan 01, 2026",LAC vs. UTA,W,29,5,14,0.357,1,6,0.167,9,11,0.818,1,2,3,7,0,0,1,1,20,5,1,James Harden
22025,201935,0022500461,"Dec 30, 2025",LAC vs. SAC,W,30,6,14,0.429,1,6,0.167,8,10,0.8,0,3,3,5,1,0,0,0,21,19,1,James Harden
22025,201935,0022500445,"Dec 28, 2025",LAC vs. DET,W,40,7,23,0.304,3,9,0.333,11,11,1.0,1,3,4,7,0,0,3,3,28,10,1,James Harden
22025,201935,0022500431,"Dec 26, 2025",LAC @ POR,W,39,10,17,0.588,3,9,0.333,11,12,0.917,0,2,2,6,0,0,3,1,34,12,1,James Harden
22025,201935,0022500422,"Dec 23, 2025",LAC vs. HOU,W,35,7,14,0.5,3,8,0.375,12,13,0.923,0,4,4,6,2,0,4,2,29,19,1,James Harden
22025,201935,0022500395,"Dec 20, 2025",LAC vs. LAL,W,41,6,20,0.3,4,12,0.333,5,6,0.833,0,4,4,10,2,0,3,2,21,24,1,James Harden
22025,201935,0022501226,"Dec 15, 2025",LAC vs. MEM,L,31,4,10,0.4,4,6,0.667,1,4,0.25,2,1,3,6,3,0,3,2,13,-5,1,James Harden
22025,201935,0022501205,"Dec 11, 2025",LAC @ HOU,L,40,7,18,0.389,4,10,0.4,4,5,0.8,1,2,3,7,3,0,4,3,22,4,1,James Harden
22025,201935,0022500355,"Dec 06, 2025",LAC @ MIN,L,39,10,18,0.556,1,5,0.2,13,15,0.867,0,5,5,6,4,1,4,4,34,7,1,James Harden
22025,201935,0022500347,"Dec 05, 2025",LAC @ MEM,L,36,6,13,0.462,3,7,0.429,3,4,0.75,0,2,2,7,0,1,4,4,18,-17,1,James Harden
22025,201935,0022500327,"Dec 03, 2025",LAC @ ATL,W,37,11,24,0.458,5,14,0.357,0,0,0.0,0,4,4,9,3,0,1,2,27,24,1,James Harden
22025,201935,0022500313,"Dec 01, 2025",LAC @ MIA,L,20,2,6,0.333,1,4,0.25,6,7,0.857,0,2,2,3,0,0,5,1,11,-39,1,James Harden
22025,201935,0022500300,"Nov 29, 2025",LAC vs. DAL,L,37,5,17,0.294,2,6,0.333,17,19,0.895,0,8,8,11,0,1,7,1,29,-2,1,James Harden
